AUN,Name,Type,County,Race,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,007,008,009,010,011,012,Total,District,Majority
111343603,Juniata County SD,SD,Juniata,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
111343603,Juniata County SD,SD,Juniata,Asian,0,0,0,0,0,0,0,0,0,*,*,0,0,*,0,*,0,0,*,*,*,10,,#CALC!
111343603,Juniata County SD,SD,Juniata,Black or African American,0,0,0,0,0,0,0,0,0,*,0,0,0,*,0,0,*,*,*,*,0,11,,#CALC!
111343603,Juniata County SD,SD,Juniata,Hispanic,0,0,0,0,0,0,0,0,23,17,13,15,13,18,19,14,19,25,18,18,18,230,,#CALC!
111343603,Juniata County SD,SD,Juniata,Multi-Racial,0,0,0,0,0,0,0,0,14,*,*,*,*,*,*,*,*,10,*,*,*,70,,#CALC!
111343603,Juniata County SD,SD,Juniata,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,,#CALC!
111343603,Juniata County SD,SD,Juniata,White,0,0,0,0,0,0,0,0,139,144,145,142,150,147,138,157,144,176,157,175,192,"2,006",,#CALC!
111312804,Juniata Valley SD,SD,Huntingdon,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
111312804,Juniata Valley SD,SD,Huntingdon,Asian,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,,#CALC!
111312804,Juniata Valley SD,SD,Huntingdon,Black or African American,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0,*,*,0,*,,#CALC!
111312804,Juniata Valley SD,SD,Huntingdon,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,0,*,12,,#CALC!
111312804,Juniata Valley SD,SD,Huntingdon,Multi-Racial,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,0,*,*,*,,#CALC!
111312804,Juniata Valley SD,SD,Huntingdon,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
111312804,Juniata Valley SD,SD,Huntingdon,White,0,0,0,0,0,0,0,0,46,52,54,50,56,54,45,46,56,57,50,51,68,685,,#CALC!
109422303,Kane Area SD,SD,McKean,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
109422303,Kane Area SD,SD,McKean,Asian,0,0,0,0,0,0,0,0,0,*,*,0,0,0,*,0,*,0,0,0,0,*,,#CALC!
109422303,Kane Area SD,SD,McKean,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
109422303,Kane Area SD,SD,McKean,Hispanic,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,*,*,*,0,0,11,,#CALC!
109422303,Kane Area SD,SD,McKean,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,0,*,0,*,*,*,*,*,0,20,,#CALC!
109422303,Kane Area SD,SD,McKean,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
109422303,Kane Area SD,SD,McKean,White,0,0,0,0,0,0,0,0,63,64,73,76,78,65,81,72,61,67,86,78,85,949,,#CALC!
104103603,Karns City Area SD,SD,Butler,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,,#CALC!
104103603,Karns City Area SD,SD,Butler,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,,#CALC!
104103603,Karns City Area SD,SD,Butler,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,0,0,0,0,*,,#CALC!
104103603,Karns City Area SD,SD,Butler,Hispanic,0,0,0,0,0,0,0,0,*,0,0,*,0,*,0,0,*,0,*,0,0,*,,#CALC!
104103603,Karns City Area SD,SD,Butler,Multi-Racial,0,0,0,0,0,0,0,0,*,0,*,0,*,*,*,*,0,*,*,*,0,27,,#CALC!
104103603,Karns City Area SD,SD,Butler,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
104103603,Karns City Area SD,SD,Butler,White,0,0,0,0,0,0,0,0,90,95,82,94,85,92,95,100,98,126,107,112,96,"1,272",,#CALC!
124154003,Kennett Consolidated SD,SD,Chester,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,0,*,*,,#CALC!
124154003,Kennett Consolidated SD,SD,Chester,Asian,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,65,,#CALC!
124154003,Kennett Consolidated SD,SD,Chester,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,71,,#CALC!
124154003,Kennett Consolidated SD,SD,Chester,Hispanic,0,0,0,0,0,0,0,0,126,111,140,116,129,131,138,125,130,174,146,137,138,"1,741",,#CALC!
124154003,Kennett Consolidated SD,SD,Chester,Multi-Racial,0,0,0,0,0,0,0,0,*,*,12,13,11,13,*,*,13,11,10,11,*,131,,#CALC!
124154003,Kennett Consolidated SD,SD,Chester,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
124154003,Kennett Consolidated SD,SD,Chester,White,0,0,0,0,0,0,0,0,144,134,139,128,140,143,149,150,149,146,126,175,171,"1,894",,#CALC!
182514568,Keystone Academy CS,CS,Philadelphia,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
182514568,Keystone Academy CS,CS,Philadelphia,Asian,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,0,0,0,44,,#CALC!
182514568,Keystone Academy CS,CS,Philadelphia,Black or African American,0,0,0,0,0,0,0,0,26,23,27,29,21,19,39,30,22,0,0,0,0,236,,#CALC!
182514568,Keystone Academy CS,CS,Philadelphia,Hispanic,0,0,0,0,0,0,0,0,21,26,18,23,27,35,21,20,26,0,0,0,0,217,,#CALC!
182514568,Keystone Academy CS,CS,Philadelphia,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,0,0,0,38,,#CALC!
182514568,Keystone Academy CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
182514568,Keystone Academy CS,CS,Philadelphia,White,0,0,0,0,0,0,0,0,14,19,15,17,22,11,11,11,16,0,0,0,0,136,,#CALC!
110183707,Keystone Central CTC,OCCCTC,Clinton,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,,#CALC!
110183707,Keystone Central CTC,OCCCTC,Clinton,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,,#CALC!
110183707,Keystone Central CTC,OCCCTC,Clinton,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,,#CALC!
110183707,Keystone Central CTC,OCCCTC,Clinton,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,10,,#CALC!
110183707,Keystone Central CTC,OCCCTC,Clinton,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,*,*,*,19,,#CALC!
110183707,Keystone Central CTC,OCCCTC,Clinton,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
110183707,Keystone Central CTC,OCCCTC,Clinton,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,124,128,84,514,,#CALC!
110183602,Keystone Central SD,SD,Clinton,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,*,*,,#CALC!
110183602,Keystone Central SD,SD,Clinton,Asian,0,0,0,0,0,0,0,0,*,*,0,*,0,0,*,*,*,0,0,*,*,12,,#CALC!
110183602,Keystone Central SD,SD,Clinton,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,42,,#CALC!
110183602,Keystone Central SD,SD,Clinton,Hispanic,0,0,0,0,0,0,0,0,*,12,*,14,12,*,*,14,*,*,*,10,10,126,,#CALC!
110183602,Keystone Central SD,SD,Clinton,Multi-Racial,0,0,0,0,0,0,0,0,16,13,15,21,24,15^,13,11,10,13,10,12,*,176,,#CALC!
110183602,Keystone Central SD,SD,Clinton,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
110183602,Keystone Central SD,SD,Clinton,White,0,0,0,0,0,0,0,0,203,202,217,193,229,232,234,240,244,286,290,311,257,"3,138",,#CALC!
104432830,Keystone Education Center CS,CS,Mercer,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
104432830,Keystone Education Center CS,CS,Mercer,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
104432830,Keystone Education Center CS,CS,Mercer,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,11,35,,#CALC!
104432830,Keystone Education Center CS,CS,Mercer,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,*,13,,#CALC!
104432830,Keystone Education Center CS,CS,Mercer,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,,#CALC!
104432830,Keystone Education Center CS,CS,Mercer,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
104432830,Keystone Education Center CS,CS,Mercer,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,25^,24,35,29,31,146,,#CALC!
103025002,Keystone Oaks SD,SD,Allegheny,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,*,,#CALC!
103025002,Keystone Oaks SD,SD,Allegheny,Asian,0,0,0,0,0,0,0,0,17,11,*,12,17,*,*,*,*,*,*,*,*,117,,#CALC!
103025002,Keystone Oaks SD,SD,Allegheny,Black or African American,0,0,0,0,0,0,0,0,17,12,10,10,10,14,11,*,12,*,*,*,*,134,,#CALC!
103025002,Keystone Oaks SD,SD,Allegheny,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,12,*,*,*,87,,#CALC!
103025002,Keystone Oaks SD,SD,Allegheny,Multi-Racial,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,16,*,79,,#CALC!
103025002,Keystone Oaks SD,SD,Allegheny,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
103025002,Keystone Oaks SD,SD,Allegheny,White,0,0,0,0,0,0,0,0,128,115,127,107,127,98,95,100,106,104,111,128,109,"1,455",,#CALC!
106166503,Keystone SD,SD,Clarion,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
106166503,Keystone SD,SD,Clarion,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,,#CALC!
106166503,Keystone SD,SD,Clarion,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,,#CALC!
106166503,Keystone SD,SD,Clarion,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,*,0,0,*,,#CALC!
106166503,Keystone SD,SD,Clarion,Multi-Racial,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,21,,#CALC!
106166503,Keystone SD,SD,Clarion,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
106166503,Keystone SD,SD,Clarion,White,0,0,0,0,0,0,0,0,55,66,54,45,56,53,60,71,65,79,62,82,77,825,,#CALC!
126514864,KIPP DuBois CS,CS,Philadelphia,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126514864,KIPP DuBois CS,CS,Philadelphia,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126514864,KIPP DuBois CS,CS,Philadelphia,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,129,109,131,489,,#CALC!
126514864,KIPP DuBois CS,CS,Philadelphia,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,,#CALC!
126514864,KIPP DuBois CS,CS,Philadelphia,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,*,,#CALC!
126514864,KIPP DuBois CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126514864,KIPP DuBois CS,CS,Philadelphia,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126514059,KIPP North Philadelphia CS,CS,Philadelphia,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,*,0,0,*,*,0,0,0,0,0,0,0,*,,#CALC!
126514059,KIPP North Philadelphia CS,CS,Philadelphia,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126514059,KIPP North Philadelphia CS,CS,Philadelphia,Black or African American,0,0,0,0,0,0,0,0,82,85,96,96,94,90,0,0,0,0,0,0,0,543,,#CALC!
126514059,KIPP North Philadelphia CS,CS,Philadelphia,Hispanic,0,0,0,0,0,0,0,0,*,*,0,*,*,*,0,0,0,0,0,0,0,15,,#CALC!
126514059,KIPP North Philadelphia CS,CS,Philadelphia,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,0,0,0,0,0,0,0,26,,#CALC!
126514059,KIPP North Philadelphia CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126514059,KIPP North Philadelphia CS,CS,Philadelphia,White,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
126510013,KIPP Philadelphia CS,CS,Philadelphia,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
126510013,KIPP Philadelphia CS,CS,Philadelphia,Asian,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,,#CALC!
126510013,KIPP Philadelphia CS,CS,Philadelphia,Black or African American,0,0,0,0,0,0,0,0,84,85,97,92,93,81,82,84,85,0,0,0,0,783,,#CALC!
126510013,KIPP Philadelphia CS,CS,Philadelphia,Hispanic,0,0,0,0,0,0,0,0,*,*,*,0,*,*,*,*,*,0,0,0,0,24,,#CALC!
126510013,KIPP Philadelphia CS,CS,Philadelphia,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,0,0,0,29,,#CALC!
126510013,KIPP Philadelphia CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126510013,KIPP Philadelphia CS,CS,Philadelphia,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,,#CALC!
126515362,KIPP Philadelphia Octavius Catto CS,CS,Philadelphia,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
126515362,KIPP Philadelphia Octavius Catto CS,CS,Philadelphia,Asian,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
126515362,KIPP Philadelphia Octavius Catto CS,CS,Philadelphia,Black or African American,0,0,0,0,0,0,0,0,109,66,0,0,0,0,0,0,0,0,0,0,0,175,,#CALC!
126515362,KIPP Philadelphia Octavius Catto CS,CS,Philadelphia,Hispanic,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
126515362,KIPP Philadelphia Octavius Catto CS,CS,Philadelphia,Multi-Racial,0,0,0,0,0,0,0,0,15^,*,0,0,0,0,0,0,0,0,0,0,0,13,,#CALC!
126515362,KIPP Philadelphia Octavius Catto CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126515362,KIPP Philadelphia Octavius Catto CS,CS,Philadelphia,White,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
126515492,KIPP West Philadelphia CS,CS,Philadelphia,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,*,0,0,0,*,*,0,0,0,0,0,0,0,*,,#CALC!
126515492,KIPP West Philadelphia CS,CS,Philadelphia,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126515492,KIPP West Philadelphia CS,CS,Philadelphia,Black or African American,0,0,0,0,0,0,0,0,74,80,93,89,94,81,84,84,88,0,0,0,0,767,,#CALC!
126515492,KIPP West Philadelphia CS,CS,Philadelphia,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,0,*,*,*,0,0,0,0,23,,#CALC!
126515492,KIPP West Philadelphia CS,CS,Philadelphia,Multi-Racial,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,0,*,0,0,0,0,16,,#CALC!
126515492,KIPP West Philadelphia CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,,#CALC!
126515492,KIPP West Philadelphia CS,CS,Philadelphia,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
107654403,Kiski Area SD,SD,Westmoreland,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,*,0,0,0,0,*,,#CALC!
107654403,Kiski Area SD,SD,Westmoreland,Asian,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,*,*,*,*,*,,#CALC!
107654403,Kiski Area SD,SD,Westmoreland,Black or African American,0,0,0,0,0,0,0,0,15^,*,12,20,15,18,19,18,12,22,22,14,15,207,,#CALC!
107654403,Kiski Area SD,SD,Westmoreland,Hispanic,0,0,0,0,0,0,0,0,14,*,*,*,10,*,*,*,*,*,*,*,*,68,,#CALC!
107654403,Kiski Area SD,SD,Westmoreland,Multi-Racial,0,0,0,0,0,0,0,0,17,18,0,*,*,*,*,*,*,*,*,*,*,66,,#CALC!
107654403,Kiski Area SD,SD,Westmoreland,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
107654403,Kiski Area SD,SD,Westmoreland,White,0,0,0,0,0,0,0,0,211,203,193,214,239,227,218,247,247,270,244,237,282,"3,032",,#CALC!
104107803,Knoch SD,SD,Butler,American Indian / Alaskan Native,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,*,,#CALC!
104107803,Knoch SD,SD,Butler,Asian,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,*,*,0,*,0,*,,#CALC!
104107803,Knoch SD,SD,Butler,Black or African American,0,0,0,0,0,0,*,*,0,*,*,*,0,*,*,0,*,0,0,0,0,10,,#CALC!
104107803,Knoch SD,SD,Butler,Hispanic,0,0,0,0,0,0,*,*,0,*,*,*,*,0,*,0,*,0,*,*,*,23,,#CALC!
104107803,Knoch SD,SD,Butler,Multi-Racial,0,0,0,0,0,0,*,*,0,*,*,0,0,*,*,*,*,*,*,*,*,26,,#CALC!
104107803,Knoch SD,SD,Butler,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0,0,0,*,,#CALC!
104107803,Knoch SD,SD,Butler,White,0,0,0,0,0,0,54,50,0,119,141,123,168,136,150,171,163,177,158,197,152,"1,959",,#CALC!
114064003,Kutztown Area SD,SD,Berks,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,*,,#CALC!
114064003,Kutztown Area SD,SD,Berks,Asian,0,0,0,0,0,0,0,0,*,*,0,*,*,*,*,0,*,0,0,*,*,15,,#CALC!
114064003,Kutztown Area SD,SD,Berks,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,*,0,*,32,,#CALC!
114064003,Kutztown Area SD,SD,Berks,Hispanic,0,0,0,0,0,0,0,0,19,*,*,*,23,12,13,15,15,10,10,12,10,166,,#CALC!
114064003,Kutztown Area SD,SD,Berks,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,44,,#CALC!
114064003,Kutztown Area SD,SD,Berks,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,,#CALC!
114064003,Kutztown Area SD,SD,Berks,White,0,0,0,0,0,0,0,0,83,74,84,89,85,72,94,65,77,96,100,89,87,"1,095",,#CALC!
113362940,La Academia Partnership CS,CS,Lancaster,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
113362940,La Academia Partnership CS,CS,Lancaster,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
113362940,La Academia Partnership CS,CS,Lancaster,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,19,,#CALC!
113362940,La Academia Partnership CS,CS,Lancaster,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,29,26,24,30,22,171,,#CALC!
113362940,La Academia Partnership CS,CS,Lancaster,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,*,0,*,,#CALC!
113362940,La Academia Partnership CS,CS,Lancaster,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
113362940,La Academia Partnership CS,CS,Lancaster,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,*,,#CALC!
126513110,Laboratory CS,CS,Philadelphia,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126513110,Laboratory CS,CS,Philadelphia,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,,#CALC!
126513110,Laboratory CS,CS,Philadelphia,Black or African American,0,0,0,0,0,0,0,0,43,50,61,50,46,50,57,48,51,0,0,0,0,456,,#CALC!
126513110,Laboratory CS,CS,Philadelphia,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,0,0,0,29,,#CALC!
126513110,Laboratory CS,CS,Philadelphia,Multi-Racial,0,0,0,0,0,0,0,0,0,*,*,0,0,*,0,*,0,0,0,0,0,*,,#CALC!
126513110,Laboratory CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,,#CALC!
126513110,Laboratory CS,CS,Philadelphia,White,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,0,0,0,0,0,*,,#CALC!
119665003,Lackawanna Trail SD,SD,Wyoming,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,0,*,,#CALC!
119665003,Lackawanna Trail SD,SD,Wyoming,Asian,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,0,0,0,*,*,,#CALC!
119665003,Lackawanna Trail SD,SD,Wyoming,Black or African American,0,0,0,0,0,0,0,0,*,0,*,0,*,*,0,0,*,*,*,*,*,10,,#CALC!
119665003,Lackawanna Trail SD,SD,Wyoming,Hispanic,0,0,0,0,0,0,0,0,*,*,0,*,*,0,*,0,*,0,*,*,*,21,,#CALC!
119665003,Lackawanna Trail SD,SD,Wyoming,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,0,*,*,23,,#CALC!
119665003,Lackawanna Trail SD,SD,Wyoming,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
119665003,Lackawanna Trail SD,SD,Wyoming,White,0,0,0,0,0,0,0,0,77,67,77,64,61,83,62,65,60,73,75,68,65,897,,#CALC!
119354603,Lakeland SD,SD,Lackawanna,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
119354603,Lakeland SD,SD,Lackawanna,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,0,0,*,,#CALC!
119354603,Lakeland SD,SD,Lackawanna,Black or African American,0,0,0,0,0,0,0,0,*,*,0,*,0,*,*,*,*,*,*,*,*,33,,#CALC!
119354603,Lakeland SD,SD,Lackawanna,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,60,,#CALC!
119354603,Lakeland SD,SD,Lackawanna,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,0,*,30,,#CALC!
119354603,Lakeland SD,SD,Lackawanna,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
119354603,Lakeland SD,SD,Lackawanna,White,0,0,0,0,0,0,0,0,94,98,89,103,79,89,91,90,97,103,98,112,107,"1,250",,#CALC!
118403903,Lake-Lehman SD,SD,Luzerne,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,,#CALC!
118403903,Lake-Lehman SD,SD,Luzerne,Asian,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0,*,0,*,,#CALC!
118403903,Lake-Lehman SD,SD,Luzerne,Black or African American,0,0,0,0,0,0,0,0,*,0,0,0,*,0,*,0,*,0,*,*,*,13,,#CALC!
118403903,Lake-Lehman SD,SD,Luzerne,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,45,,#CALC!
118403903,Lake-Lehman SD,SD,Luzerne,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,0,*,*,0,*,*,*,*,0,25,,#CALC!
